试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"大学英语四级","词汇","Multiple Choice","选择题","<br />Cotton production has been ________ the decline these years.<br />","down _|_on _|_at _|_under,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />All the streets were ________ with flags to welcome the Chinese delegation.<br />","furnished _|_decorated _|_supplied _|_ornamented,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />I think she hurt my feelings ________ rather than by accident as she claimed.<br />","virtually _|_deliberately _|_literally _|_appropriately,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />One of his eyes was injured in an accident, but after a ________ operation, he quickly recovered his sight.<br />&nbsp;</p>","delicate _|_considerate _|_precise _|_sensitive,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />During the process, great care has to be taken to protect the ________ silk from damage.<br />&nbsp;</p>","tender _|_delicate _|_sensible _|_sensitive,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />&nbsp; We know through painful experience that freedom is never voluntarily given by the oppressor; it must be ________ by the oppressed.<br />&nbsp;</p>","demanded _|_commanded _|_required _|_requested,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />Mr. Smith was the only witness who said that the fire was ________.<br />","meaningful _|_deliberate _|_innocent _|_mature,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p>I'm not sure whether I can gain any profit from the investment, so I can't make a(n) ________ promise to help you.</p>","exact _|_defined _|_definite _|_sure,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />Britain has the highest ________ of road traffic in the world&mdash;over 60 cars for every mile of road.<br />&nbsp;</p>","density _|_intensity _|_popularity _|_prosperity,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />The police accused him of setting fire to the building but he denied ________ in the area on the night of the fire.<br />&nbsp;</p>","to be _|_to have been _|_having been _|_be,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />No matter how little money you have, you should get into the habit of ________ some in the bank regularly.<br />&nbsp;</p>","drawing _|_withdrawing _|_disposing _|_depositing,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />When business is ________ there is usually an obvious increase in unemployment.<br />","degraded _|_depressed _|_reduced _|_lessened,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />Alex discussed the subject ________.<br />","in depth _|_densely _|_deep _|_complete,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />They were ________ admission to the military exhibition because they were foreigners.<br />","denied _|_declined _|_deprived _|_rejected,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />People were surprised to find that he had the ability to ________ everything he was involved in.<br />&nbsp;</p>","precede _|_dominate _|_effect _|_instruct,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />The central government decided to ________ its gold reserves to get over the financial crisis.<br />&nbsp;</p>","draw off _|_draw in _|_draw on _|_draw up,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p style=""text-align: justify""><br />&nbsp; Individual sports are run by over 370 independent governing bodies whose functions usually include ________ rules, holding events, selecting national teams and promoting international links.</p>","drawing on _|_drawing in _|_drawing up _|_drawing down,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p style=""text-align: justify"">&nbsp; A culture in which the citizens share similar religious beliefs and values is more likely to have laws that represent the wishes of its people than is a culture where citizens come from ________ backgrounds.</p>","identical _|_influential _|_extensive _|_diverse,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />This ticket ________ you to a free meal in our new restaurant.<br />","gives _|_grants _|_entitles _|_credits,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />She is very clever. He is no ________ for her.<br />","match _|_rival _|_equal _|_comparison,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p>The company's employment policy makes it clear that men and women have ________ opportunities.<br />&nbsp;</p>","balanced _|_equal _|_identical _|_equivalent,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />It is essential that these application forms ________ back as early as possible.<br />","must be sent _|_will be sent _|_are sent _|_be sent,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />These goods are ________ for export, though a few of them may be sold on the home market.<br />&nbsp;</p>","essentially _|_completely _|_necessarily _|_remarkably,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />Mr. Smith has ________ himself as one of the foremost doctors treating cancer patients.<br />&nbsp;</p>","confirmed _|_established _|_proved _|_verified,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />Before she started work, the boss asked the builder to give him an ________ of the cost of repairing the roof.<br />&nbsp;</p>","assessment _|_estimate _|_announcement _|_evaluation,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />There is a fully ________ health center on the ground floor of the main office building.<br />","installed _|_equipped _|_provided _|_projected,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />It ________ you to at least 50% off the regular price of either frames or lenses when you buy both.<br />&nbsp;</p>","presents _|_entitles _|_credits _|_tips,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />Everyone should be ________ to a decent standard of living and an opportunity to be educated.<br />&nbsp;</p>","attributed _|_entitled _|_identified _|_justified,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />The board of the company has decided to ________ its operations to include all aspects of the clothing business.<br />&nbsp;</p>","multiply _|_lengthen _|_expand _|_stretch,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />His business was very successful, but it was at the ________ of his family life.<br />","consumption _|_credit _|_exhaustion _|_expense,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />They are trying to ________ the waste discharged by the factory for profit.<br />","expose _|_exhaust _|_exhibit _|_exploit,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />By moving the radar beam around slowly in circles, we can ________ the surroundings.<br />&nbsp;</p>","explore _|_expose _|_exploit _|_expand,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />I suffered from mental ________ because of stress from my job.<br />","fatigue _|_damage _|_relief _|_release,0","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />&nbsp; Urban crowdedness would be greatly relieved if only the ________ charged on public transport were more reasonable.<br />&nbsp;</p>","fees _|_fares _|_payments _|_costs,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />His wife is constantly finding ________ with him, which makes him very angry.<br />","errors _|_shortcomings _|_fault _|_flaw,2","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />Will all those ________ the proposal raise your hands?<br />","in relation to _|_in contrast to _|_in excess of _|_in favor of,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />I suggest we put the scheme into effect, for it is quite ________.<br />","eligible _|_sustainable _|_probable _|_feasible,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />The student was just about to&nbsp;________ the question, when suddenly he found the answer.<br />&nbsp;</p>","arrive at _|_submit to _|_work out _|_give up,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />Alex tried to keep up a calm appearance, but his trembling voice ________ him ________.<br />&nbsp;</p>","gives... out _|_shows... off _|_clears... up _|_gave... away,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />I caught a ________ of the taxi before it disappeared around the corner of the street.<br />","vision _|_glimpse _|_look _|_scene,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />The engine ________ smoke and steam.<br />","gives up _|_gives in _|_gives away _|_gives off,3","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<p><br />&nbsp; ________ the claim about German economic might, it is surprising how relatively small the German economy actually is.<br />&nbsp;</p>","To give _|_Given _|_Giving _|_Having given,1","","0","0","2"
"大学英语四级","词汇","Multiple Choice","选择题","<br />The house was very quiet, ________ as it was on the side of a mountain.<br />","being _|_isolating _|_having been isolated _|_isolated,3","","0","0","2"
